#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	153.0
19.0	280.0
20.0	203.0
21.0	215.0
22.0	128.0
23.0	129.0
24.0	146.0
25.0	181.0
26.0	127.0
27.0	113.0
28.0	180.0
29.0	102.0
30.0	109.0
31.0	102.0
32.0	160.0
33.0	117.0
34.0	129.0
35.0	98.0
36.0	169.0
37.0	200.0
38.0	108.0
39.0	81.0
40.0	83.0
41.0	117.0
42.0	121.0
43.0	193.0
44.0	200.0
45.0	129.0
46.0	175.0
47.0	174.0
48.0	152.0
49.0	198.0
50.0	217.0
51.0	239.0
52.0	271.0
53.0	194.0
54.0	353.0
55.0	391.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
