#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026148673888681364
30.0	0.0022413149047441168
31.0	0.0029884198729921555
32.0	0.0026148673888681364
33.0	0.004109077325364214
34.0	0.005229734777736273
35.0	0.008218154650728428
36.0	0.016436309301456856
37.0	0.03137840866641763
38.0	0.03249906611878969
39.0	0.03772880089652596
40.0	0.04744116548375048
41.0	0.051550242809114674
42.0	0.059394844975719084
43.0	0.07358983937243183
44.0	0.07657825924542398
45.0	0.07508404930892791
46.0	0.08815838625326858
47.0	0.09114680612626073
48.0	0.07508404930892791
49.0	0.0653716847217034
50.0	0.05155024280911468
51.0	0.03100485618229361
52.0	0.01979828165857303
53.0	0.014942099364960779
54.0	0.011953679491968624
55.0	0.010833022039596565
56.0	0.007097497198356371
57.0	0.0026148673888681364
58.0	7.471049682480389E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
