#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	38.0
4.0	79.0
5.0	137.0
6.0	207.0
7.0	208.0
8.0	150.0
9.0	162.0
10.0	116.0
11.0	132.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	241.0
18.0	152.0
19.0	252.0
20.0	182.0
21.0	192.0
22.0	108.0
23.0	134.0
24.0	147.0
25.0	184.0
26.0	130.0
27.0	113.0
28.0	181.0
29.0	101.0
30.0	110.0
31.0	103.0
32.0	162.0
33.0	121.0
34.0	129.0
35.0	101.0
36.0	169.0
37.0	200.0
38.0	110.0
39.0	84.0
40.0	83.0
41.0	115.0
42.0	115.0
43.0	172.0
44.0	163.0
45.0	135.0
46.0	183.0
47.0	182.0
48.0	160.0
49.0	207.0
50.0	227.0
51.0	251.0
52.0	283.0
53.0	206.0
54.0	371.0
55.0	412.0
56.0	234.0
57.0	241.0
58.0	583.0
59.0	769.0
60.0	5879.0
