#Position (bp)	mapping quality
21.5	60.0
63.5	60.0
105.5	60.0
147.5	60.0
189.5	60.0
231.5	60.0
273.5	60.0
315.5	60.0
357.5	60.0
399.5	60.0
441.5	60.0
483.5	60.0
525.5	60.0
567.5	60.0
609.5	59.95959595959596
651.5	59.515151515151516
693.5	59.515151515151516
735.5	59.867243867243864
777.5	60.0
819.5	59.711399711399714
861.5	59.03030303030303
903.5	59.03030303030303
945.5	59.942279942279946
987.5	60.0
1029.5	59.75180375180375
1071.5	59.515151515151516
1113.5	59.59018759018759
1155.5	60.0
1197.5	60.0
1239.5	60.0
1281.5	60.0
1323.5	60.0
1365.5	60.0
1407.5	60.0
1449.5	60.0
1491.5	60.0
1533.5	60.0
1575.5	59.532467532467535
1617.5	59.27272727272727
1659.5	59.48051948051948
1701.5	60.0
1743.5	60.0
1785.5	59.37662337662338
1827.5	59.27272727272727
1869.5	59.63636363636363
1911.5	60.0
1953.5	60.0
1995.5	60.0
2037.5	60.0
2079.5	60.0
2121.5	60.0
2163.5	60.0
2205.5	60.0
2247.5	60.0
2289.5	60.0
2331.5	60.0
2373.5	60.0
2415.5	60.0
2457.5	60.0
2499.5	60.0
2541.5	60.0
2583.5	60.0
2625.5	60.0
2667.5	60.0
2709.5	60.0
2751.5	60.0
2793.5	60.0
2835.5	60.0
2877.5	60.0
2919.5	60.0
2961.5	60.0
3003.5	60.0
3045.5	60.0
3087.5	58.58551840269425
3129.5	60.0
3171.5	60.0
3213.5	60.0
3255.5	60.0
3297.5	60.0
3339.5	60.0
3381.5	60.0
3423.5	60.0
3465.5	60.0
3507.5	60.0
3549.5	60.0
3591.5	60.0
3633.5	60.0
3675.5	60.0
3717.5	60.0
3759.5	60.0
3801.5	60.0
3843.5	60.0
3885.5	60.0
3927.5	57.472659176029964
3969.5	52.21111111111111
4011.5	50.37415143603133
4053.5	55.73339796412991
4095.5	59.09729404690319
4137.5	52.01453371013323
4179.5	40.38509316770186
4221.5	39.48564626802969
4263.5	52.03737300435414
4305.5	57.995652173913044
4347.5	49.21503569928601
4389.5	38.270440251572325
4431.5	39.500821018062396
4473.5	48.92250300842358
4515.5	54.39368548876745
4557.5	51.247071212320655
4599.5	45.30021396095213
4641.5	46.63205417607224
4683.5	51.586339586339584
4725.5	56.37902837902838
4767.5	57.556517556517555
4809.5	54.7032227032227
4851.5	55.29196729196729
4893.5	58.353054353054354
4935.5	60.0
4977.5	59.89225589225589
5019.5	56.53872053872054
5061.5	54.045214045214045
5103.5	55.863395863395866
5145.5	59.374699374699375
5187.5	59.738335738335735
5229.5	56.96969696969697
5271.5	55.155363155363155
5313.5	56.96969696969697
5355.5	59.738335738335735
5397.5	60.0
5439.5	60.0
5481.5	59.644059644059645
5523.5	57.39297739297739
5565.5	56.17508417508417
5607.5	57.49110149110149
5649.5	56.61218424962853
5691.5	48.7218992248062
5733.5	40.03788559448937
5775.5	46.61918328584995
5817.5	55.20166421928536
5859.5	50.35805763073639
5901.5	29.888365602651316
5943.5	20.95151048681932
5985.5	43.60923076923077
6027.5	56.63721781574131
6069.5	53.94264953937979
6111.5	46.08116788321168
6153.5	46.45231884057971
6195.5	54.332432432432434
6237.5	59.36606498194946
6279.5	59.934583934583934
6321.5	59.91919191919192
6363.5	59.95574795574795
6405.5	60.0
6447.5	60.0
6489.5	60.0
6531.5	60.0
6573.5	59.37662337662338
6615.5	58.06060606060606
6657.5	58.16642616642616
6699.5	59.82491582491583
6741.5	58.660661764705885
6783.5	50.89591836734694
6825.5	41.389238080637746
6867.5	46.032710956723115
6909.5	55.72609421126941
6951.5	57.04948273713075
6993.5	49.32551319648094
7035.5	42.29649095687123
7077.5	47.63609467455621
7119.5	51.80524203661901
7161.5	53.16594516594517
7203.5	55.91919191919192
7245.5	58.633958633958635
7287.5	54.90909090909091
7329.5	47.358964834076275
7371.5	43.05620608899297
7413.5	47.798967741935485
7455.5	54.41345107052135
7497.5	52.08080808080808
7539.5	44.434202241531295
7581.5	41.87795992714025
7623.5	47.726855394032135
7665.5	55.00348977135981
7707.5	53.5988455988456
7749.5	47.626743626743625
7791.5	48.288600288600286
7833.5	54.74747474747475
7875.5	59.70947570947571
7917.5	57.85858585858586
7959.5	54.666666666666664
8001.5	54.952982202982206
8043.5	56.73412698412698
8085.5	58.08080808080808
8127.5	58.926166426166425
8169.5	60.0
8211.5	59.87433862433863
8253.5	58.183621933621936
8295.5	57.878787878787875
8337.5	56.47450697450697
8379.5	55.63636363636363
8421.5	57.292929292929294
8463.5	59.84992784992785
8505.5	58.93795093795094
8547.5	52.4945295404814
8589.5	48.67653589933383
8631.5	53.41935483870968
8673.5	59.40324714371618
8715.5	57.77200577200577
8757.5	49.37608777903897
8799.5	45.67003105590062
8841.5	52.62618595825427
8883.5	58.124098124098126
8925.5	53.287536092396536
8967.5	46.646049830975336
9009.5	48.97732426303855
9051.5	56.14294493608653
9093.5	57.84126984126984
9135.5	53.45262145262145
9177.5	50.14718614718615
9219.5	50.314574314574315
9261.5	54.657046657046656
9303.5	58.26262626262626
9345.5	58.083694083694084
9387.5	52.721500721500725
9429.5	47.65175565175565
9471.5	51.386243386243386
9513.5	57.775853775853776
9555.5	59.21885521885522
9597.5	56.0
9639.5	53.735449735449734
9681.5	56.24242424242424
9723.5	59.374699374699375
9765.5	60.0
9807.5	60.0
9849.5	60.0
9891.5	60.0
9933.5	60.0
9975.5	60.0
10017.5	60.0
10059.5	60.0
10101.5	60.0
10143.5	60.0
10185.5	60.0
10227.5	60.0
10269.5	60.0
10311.5	60.0
10353.5	60.0
10395.5	60.0
10437.5	60.0
10479.5	60.0
10521.5	60.0
10563.5	60.0
10605.5	60.0
10647.5	60.0
10689.5	60.0
10731.5	60.0
10773.5	60.0
10815.5	60.0
10857.5	60.0
10899.5	60.0
10941.5	60.0
10983.5	60.0
11025.5	60.0
11067.5	60.0
11109.5	60.0
11151.5	60.0
11193.5	60.0
11235.5	60.0
11277.5	60.0
11319.5	60.0
11361.5	60.0
11403.5	59.63636363636363
11445.5	59.27272727272727
11487.5	59.37662337662338
11529.5	60.0
11571.5	60.0
11613.5	59.48051948051948
11655.5	59.27272727272727
11697.5	59.532467532467535
11739.5	60.0
11781.5	60.0
11823.5	60.0
11865.5	60.0
11907.5	60.0
11949.5	60.0
11991.5	60.0
12033.5	60.0
12075.5	60.0
12117.5	60.0
12159.5	60.0
12201.5	60.0
12243.5	60.0
12285.5	60.0
12327.5	60.0
12369.5	60.0
12411.5	60.0
12453.5	60.0
12495.5	60.0
12537.5	60.0
12579.5	60.0
12621.5	60.0
12663.5	60.0
12705.5	60.0
12747.5	60.0
12789.5	60.0
12831.5	60.0
12873.5	60.0
12915.5	60.0
12957.5	60.0
12999.5	60.0
13041.5	60.0
13083.5	60.0
13125.5	60.0
13167.5	60.0
13209.5	60.0
13251.5	60.0
13293.5	60.0
13335.5	60.0
