#Mapping quality	mapping quality
2.0	79.0
3.0	223.0
4.0	16.0
5.0	19.0
6.0	25.0
7.0	19.0
8.0	21.0
9.0	29.0
10.0	21.0
11.0	30.0
12.0	22.0
13.0	42.0
14.0	29.0
15.0	32.0
16.0	30.0
17.0	31.0
18.0	56.0
19.0	37.0
20.0	34.0
21.0	37.0
22.0	36.0
23.0	36.0
24.0	39.0
25.0	43.0
26.0	42.0
27.0	49.0
28.0	39.0
29.0	50.0
30.0	44.0
31.0	45.0
32.0	55.0
33.0	54.0
34.0	85.0
35.0	75.0
36.0	74.0
37.0	140.0
38.0	96.0
39.0	123.0
40.0	104.0
41.0	104.0
42.0	191.0
43.0	130.0
44.0	112.0
45.0	184.0
46.0	337.0
47.0	149.0
48.0	190.0
49.0	168.0
50.0	272.0
51.0	274.0
52.0	197.0
53.0	213.0
54.0	251.0
55.0	323.0
56.0	321.0
57.0	476.0
58.0	353.0
59.0	707.0
60.0	9554.0
