#Mapping quality	mapping quality
2.0	76.0
3.0	228.0
4.0	17.0
5.0	21.0
6.0	24.0
7.0	20.0
8.0	22.0
9.0	31.0
10.0	23.0
11.0	30.0
12.0	24.0
13.0	45.0
14.0	30.0
15.0	34.0
16.0	33.0
17.0	32.0
18.0	57.0
19.0	40.0
20.0	37.0
21.0	39.0
22.0	38.0
23.0	38.0
24.0	41.0
25.0	45.0
26.0	43.0
27.0	51.0
28.0	43.0
29.0	53.0
30.0	47.0
31.0	49.0
32.0	58.0
33.0	58.0
34.0	88.0
35.0	74.0
36.0	78.0
37.0	143.0
38.0	98.0
39.0	124.0
40.0	107.0
41.0	107.0
42.0	194.0
43.0	131.0
44.0	116.0
45.0	163.0
46.0	330.0
47.0	141.0
48.0	176.0
49.0	164.0
50.0	269.0
51.0	270.0
52.0	174.0
53.0	199.0
54.0	233.0
55.0	316.0
56.0	330.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
