#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	34.0
17.0	37.0
18.0	67.0
19.0	49.0
20.0	35.0
21.0	37.0
22.0	37.0
23.0	38.0
24.0	41.0
25.0	43.0
26.0	41.0
27.0	51.0
28.0	41.0
29.0	52.0
30.0	45.0
31.0	47.0
32.0	54.0
33.0	54.0
34.0	86.0
35.0	83.0
36.0	91.0
37.0	140.0
38.0	95.0
39.0	121.0
40.0	105.0
41.0	104.0
42.0	190.0
43.0	128.0
44.0	113.0
45.0	184.0
46.0	336.0
47.0	149.0
48.0	183.0
49.0	164.0
50.0	272.0
51.0	271.0
52.0	195.0
53.0	204.0
54.0	241.0
55.0	318.0
56.0	310.0
57.0	476.0
58.0	353.0
59.0	707.0
60.0	9554.0
