#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	163.0
19.0	274.0
20.0	200.0
21.0	203.0
22.0	120.0
23.0	157.0
24.0	162.0
25.0	192.0
26.0	135.0
27.0	121.0
28.0	187.0
29.0	107.0
30.0	116.0
31.0	110.0
32.0	167.0
33.0	121.0
34.0	116.0
35.0	90.0
36.0	144.0
37.0	189.0
38.0	97.0
39.0	80.0
40.0	81.0
41.0	108.0
42.0	108.0
43.0	171.0
44.0	163.0
45.0	136.0
46.0	182.0
47.0	181.0
48.0	159.0
49.0	204.0
50.0	225.0
51.0	248.0
52.0	277.0
53.0	196.0
54.0	364.0
55.0	407.0
56.0	230.0
57.0	237.0
58.0	584.0
59.0	763.0
60.0	5880.0
