#Mapping quality	mapping quality
0.0	8.0
1.0	43.0
2.0	39.0
3.0	35.0
4.0	84.0
5.0	134.0
6.0	222.0
7.0	207.0
8.0	149.0
9.0	163.0
10.0	120.0
11.0	133.0
12.0	160.0
13.0	229.0
14.0	171.0
15.0	147.0
16.0	190.0
17.0	238.0
18.0	152.0
19.0	251.0
20.0	182.0
21.0	190.0
22.0	107.0
23.0	133.0
24.0	144.0
25.0	182.0
26.0	126.0
27.0	112.0
28.0	179.0
29.0	100.0
30.0	102.0
31.0	97.0
32.0	157.0
33.0	119.0
34.0	130.0
35.0	98.0
36.0	169.0
37.0	202.0
38.0	107.0
39.0	83.0
40.0	84.0
41.0	116.0
42.0	112.0
43.0	163.0
44.0	163.0
45.0	136.0
46.0	184.0
47.0	183.0
48.0	160.0
49.0	206.0
50.0	226.0
51.0	250.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
