#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	46.0
32.0	54.0
33.0	80.0
34.0	86.0
35.0	74.0
36.0	80.0
37.0	145.0
38.0	106.0
39.0	135.0
40.0	125.0
41.0	114.0
42.0	195.0
43.0	132.0
44.0	119.0
45.0	182.0
46.0	269.0
47.0	145.0
48.0	180.0
49.0	163.0
50.0	256.0
51.0	268.0
52.0	196.0
53.0	204.0
54.0	261.0
55.0	307.0
56.0	369.0
57.0	477.0
58.0	354.0
59.0	703.0
60.0	9553.0
