#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	46.0
32.0	54.0
33.0	55.0
34.0	85.0
35.0	72.0
36.0	75.0
37.0	145.0
38.0	95.0
39.0	121.0
40.0	105.0
41.0	104.0
42.0	189.0
43.0	128.0
44.0	114.0
45.0	185.0
46.0	337.0
47.0	149.0
48.0	183.0
49.0	166.0
50.0	266.0
51.0	267.0
52.0	193.0
53.0	199.0
54.0	236.0
55.0	316.0
56.0	382.0
57.0	484.0
58.0	362.0
59.0	713.0
60.0	9552.0
