#Mapping quality	mapping quality
2.0	89.0
3.0	203.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	27.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	36.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	36.0
24.0	39.0
25.0	42.0
26.0	41.0
27.0	48.0
28.0	40.0
29.0	51.0
30.0	43.0
31.0	46.0
32.0	54.0
33.0	56.0
34.0	84.0
35.0	71.0
36.0	75.0
37.0	140.0
38.0	97.0
39.0	121.0
40.0	101.0
41.0	104.0
42.0	192.0
43.0	128.0
44.0	113.0
45.0	184.0
46.0	339.0
47.0	149.0
48.0	179.0
49.0	165.0
50.0	270.0
51.0	266.0
52.0	195.0
53.0	200.0
54.0	235.0
55.0	312.0
56.0	388.0
57.0	485.0
58.0	364.0
59.0	714.0
60.0	9554.0
