#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	70.0
28.0	45.0
29.0	54.0
30.0	50.0
31.0	52.0
32.0	57.0
33.0	58.0
34.0	89.0
35.0	75.0
36.0	79.0
37.0	143.0
38.0	99.0
39.0	127.0
40.0	107.0
41.0	107.0
42.0	193.0
43.0	136.0
44.0	120.0
45.0	189.0
46.0	345.0
47.0	159.0
48.0	187.0
49.0	170.0
50.0	278.0
51.0	270.0
52.0	202.0
53.0	205.0
54.0	244.0
55.0	278.0
56.0	351.0
57.0	484.0
58.0	364.0
59.0	686.0
60.0	9488.0
