#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	150.0
6.0	208.0
7.0	208.0
8.0	150.0
9.0	160.0
10.0	116.0
11.0	132.0
12.0	158.0
13.0	232.0
14.0	172.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	151.0
19.0	253.0
20.0	180.0
21.0	193.0
22.0	108.0
23.0	133.0
24.0	148.0
25.0	186.0
26.0	131.0
27.0	113.0
28.0	181.0
29.0	102.0
30.0	110.0
31.0	103.0
32.0	161.0
33.0	122.0
34.0	130.0
35.0	103.0
36.0	171.0
37.0	201.0
38.0	108.0
39.0	86.0
40.0	84.0
41.0	114.0
42.0	114.0
43.0	172.0
44.0	164.0
45.0	137.0
46.0	184.0
47.0	182.0
48.0	160.0
49.0	206.0
50.0	227.0
51.0	250.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	585.0
59.0	774.0
60.0	5879.0
