#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	168.0
19.0	263.0
20.0	192.0
21.0	208.0
22.0	119.0
23.0	141.0
24.0	156.0
25.0	194.0
26.0	139.0
27.0	125.0
28.0	192.0
29.0	112.0
30.0	125.0
31.0	114.0
32.0	170.0
33.0	131.0
34.0	142.0
35.0	104.0
36.0	157.0
37.0	122.0
38.0	103.0
39.0	83.0
40.0	85.0
41.0	113.0
42.0	114.0
43.0	164.0
44.0	155.0
45.0	131.0
46.0	181.0
47.0	177.0
48.0	148.0
49.0	199.0
50.0	220.0
51.0	244.0
52.0	279.0
53.0	205.0
54.0	369.0
55.0	412.0
56.0	237.0
57.0	244.0
58.0	561.0
59.0	777.0
60.0	5880.0
