#Mapping quality	mapping quality
2.0	65.0
3.0	228.0
4.0	18.0
5.0	22.0
6.0	24.0
7.0	22.0
8.0	23.0
9.0	31.0
10.0	23.0
11.0	32.0
12.0	24.0
13.0	45.0
14.0	41.0
15.0	43.0
16.0	33.0
17.0	32.0
18.0	58.0
19.0	40.0
20.0	38.0
21.0	41.0
22.0	39.0
23.0	41.0
24.0	43.0
25.0	44.0
26.0	46.0
27.0	53.0
28.0	49.0
29.0	55.0
30.0	50.0
31.0	49.0
32.0	59.0
33.0	65.0
34.0	91.0
35.0	79.0
36.0	79.0
37.0	150.0
38.0	106.0
39.0	125.0
40.0	101.0
41.0	103.0
42.0	186.0
43.0	126.0
44.0	114.0
45.0	174.0
46.0	317.0
47.0	136.0
48.0	170.0
49.0	154.0
50.0	257.0
51.0	257.0
52.0	184.0
53.0	190.0
54.0	227.0
55.0	304.0
56.0	372.0
57.0	465.0
58.0	357.0
59.0	713.0
60.0	9554.0
