#Mapping quality	mapping quality
2.0	103.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	21.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	23.0
13.0	43.0
14.0	28.0
15.0	31.0
16.0	30.0
17.0	30.0
18.0	56.0
19.0	37.0
20.0	35.0
21.0	36.0
22.0	37.0
23.0	39.0
24.0	38.0
25.0	41.0
26.0	42.0
27.0	50.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	47.0
32.0	53.0
33.0	56.0
34.0	86.0
35.0	73.0
36.0	77.0
37.0	141.0
38.0	98.0
39.0	119.0
40.0	105.0
41.0	103.0
42.0	190.0
43.0	131.0
44.0	112.0
45.0	185.0
46.0	339.0
47.0	150.0
48.0	181.0
49.0	164.0
50.0	270.0
51.0	267.0
52.0	189.0
53.0	200.0
54.0	238.0
55.0	317.0
56.0	387.0
57.0	489.0
58.0	383.0
59.0	713.0
60.0	9470.0
