#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026236881559220386
30.0	0.0022488755622188904
31.0	0.0029985007496251873
32.0	0.0026236881559220386
33.0	0.004122938530734632
34.0	0.005247376311844078
35.0	0.008245877061469266
36.0	0.016491754122938528
37.0	0.031484257871064465
38.0	0.03260869565217391
39.0	0.037481259370314844
40.0	0.046101949025487254
41.0	0.050974512743628186
42.0	0.05847076461769115
43.0	0.07421289355322339
44.0	0.07646176911544228
45.0	0.07533733133433285
46.0	0.08770614692653673
47.0	0.09295352323838081
48.0	0.07458770614692653
49.0	0.06596701649175413
50.0	0.05172413793103449
51.0	0.03223388305847077
52.0	0.019115442278860566
53.0	0.01424287856071964
54.0	0.011244377811094454
55.0	0.0116191904047976
56.0	0.0074962518740629685
57.0	0.0026236881559220386
58.0	7.496251874062968E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
