#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	49.0
32.0	64.0
33.0	62.0
34.0	91.0
35.0	78.0
36.0	82.0
37.0	146.0
38.0	99.0
39.0	126.0
40.0	112.0
41.0	111.0
42.0	197.0
43.0	134.0
44.0	117.0
45.0	190.0
46.0	344.0
47.0	155.0
48.0	187.0
49.0	170.0
50.0	275.0
51.0	273.0
52.0	203.0
53.0	208.0
54.0	244.0
55.0	323.0
56.0	390.0
57.0	494.0
58.0	372.0
59.0	621.0
60.0	9461.0
