#Position (bp)	mapping quality
21.5	60.0
63.5	60.0
105.5	60.0
147.5	60.0
189.5	60.0
231.5	60.0
273.5	60.0
315.5	60.0
357.5	60.0
399.5	60.0
441.5	60.0
483.5	60.0
525.5	60.0
567.5	60.0
609.5	60.0
651.5	60.0
693.5	59.99968253968254
735.5	59.05253968253968
777.5	56.39666666666667
819.5	55.02761904761905
861.5	55.166825396825395
903.5	56.726190476190474
945.5	59.533968253968254
987.5	56.01
1029.5	44.58951385432221
1071.5	31.517101449275362
1113.5	14.862170706006323
1155.5	7.406229436279886
1197.5	14.814512999611951
1239.5	26.02221848173708
1281.5	39.955476689788675
1323.5	50.06507936507936
1365.5	54.99015873015873
1407.5	49.33920634920635
1449.5	38.98126984126984
1491.5	29.9815873015873
1533.5	24.303333333333335
1575.5	29.215079365079365
1617.5	39.63333333333333
1659.5	49.89555555555555
1701.5	57.765079365079366
1743.5	58.99761904761905
1785.5	54.24079365079365
1827.5	48.89698412698413
1869.5	44.55206349206349
1911.5	37.70269841269841
1953.5	37.72984126984127
1995.5	37.507936507936506
2037.5	40.49111111111111
2079.5	44.70063492063492
2121.5	48.23
2163.5	52.42269841269841
2205.5	55.41730158730159
2247.5	59.90587301587301
2289.5	60.0
2331.5	60.0
2373.5	58.85952380952381
2415.5	57.99777777777778
2457.5	55.58777777777778
2499.5	52.64539682539682
2541.5	50.97142857142857
2583.5	48.092063492063495
2625.5	51.54333333333334
2667.5	53.908253968253966
2709.5	58.18015873015873
2751.5	60.0
2793.5	60.0
2835.5	60.0
2877.5	60.0
2919.5	60.0
2961.5	60.0
3003.5	60.0
3045.5	60.0
3087.5	58.58958068614994
3129.5	60.0
3171.5	60.0
3213.5	60.0
3255.5	60.0
3297.5	60.0
3339.5	60.0
3381.5	60.0
3423.5	60.0
3465.5	60.0
3507.5	60.0
3549.5	60.0
3591.5	60.0
3633.5	60.0
3675.5	60.0
3717.5	60.0
3759.5	60.0
3801.5	60.0
3843.5	60.0
3885.5	59.52603174603175
3927.5	50.496984126984124
3969.5	37.2731746031746
4011.5	26.566666666666666
4053.5	17.79047619047619
4095.5	16.215119066645357
4137.5	13.026939655172415
4179.5	8.93885174990169
4221.5	11.661157024793388
4263.5	16.569741282339706
4305.5	20.509717458762044
4347.5	19.18
4389.5	15.26
4431.5	11.34
4473.5	7.540653813914501
4515.5	5.752975609756097
4557.5	3.631467044649185
4599.5	1.7708049113233288
4641.5	6.9065333643338755
4683.5	13.23198763762797
4725.5	18.84272456082201
4767.5	23.94904761904762
4809.5	29.076190476190476
4851.5	37.74888888888889
4893.5	45.58555555555556
4935.5	50.495714285714286
4977.5	45.70269841269841
5019.5	35.41746031746032
5061.5	24.328253968253968
5103.5	15.476190476190476
5145.5	11.422168674698796
5187.5	7.54735775789296
5229.5	9.623775751435327
5271.5	16.18777440054036
5313.5	25.810977590126665
5355.5	36.70936507936508
5397.5	44.36015873015873
5439.5	46.26253968253968
5481.5	44.070793650793654
5523.5	33.22015873015873
5565.5	22.5767397521449
5607.5	12.845927719176897
5649.5	5.76270148949194
5691.5	4.746485260770975
5733.5	9.997128975265017
5775.5	15.683694627709707
5817.5	19.320770109316364
5859.5	18.296245733788396
5901.5	13.901515151515152
5943.5	9.446969696969697
5985.5	6.957109806015305
6027.5	7.584605175846051
6069.5	6.559827456864216
6111.5	8.408794162826421
6153.5	16.39585333077366
6195.5	26.679222357229648
6237.5	35.714058776806986
6279.5	41.90428571428571
6321.5	43.14047619047619
6363.5	45.16825396825397
6405.5	47.06428571428572
6447.5	50.100634920634924
6489.5	51.51222222222222
6531.5	46.80873015873016
6573.5	41.57730158730159
6615.5	33.505714285714284
6657.5	27.44984126984127
6699.5	20.904114079659074
6741.5	14.469708588957054
6783.5	7.558697127346754
6825.5	8.842754128867178
6867.5	14.78910149750416
6909.5	19.07514751822284
6951.5	19.984810549157068
6993.5	15.800379867046534
7035.5	10.87704918032787
7077.5	6.864209505334626
7119.5	11.555478502080444
7161.5	17.76168521462639
7203.5	23.906666666666666
7245.5	28.165079365079364
7287.5	23.594920634920634
7329.5	18.31139028475712
7371.5	10.783830942225668
7413.5	6.1478174603174605
7455.5	6.06682436428149
7497.5	7.543829196320083
7539.5	9.557954906319466
7581.5	11.833333333333334
7623.5	15.753333333333334
7665.5	17.707619047619048
7707.5	19.53857142857143
7749.5	19.695555555555554
7791.5	24.537301587301588
7833.5	29.677460317460316
7875.5	33.45603174603175
7917.5	31.9484126984127
7959.5	26.4931746031746
8001.5	24.433968253968253
8043.5	28.17936507936508
8085.5	38.19063492063492
8127.5	48.76190476190476
8169.5	53.252539682539684
8211.5	46.838593030900725
8253.5	33.03716337522442
8295.5	17.347582972582973
8337.5	12.92092939481268
8379.5	20.910578512396693
8421.5	30.31
8463.5	37.5331746031746
8505.5	34.90031746031746
8547.5	30.313968253968255
8589.5	28.58142857142857
8631.5	32.156190476190474
8673.5	36.673968253968255
8715.5	33.833015873015874
8757.5	24.836666666666666
8799.5	15.91904761904762
8841.5	13.55904761904762
8883.5	13.866984126984127
8925.5	15.44063492063492
8967.5	17.866666666666667
9009.5	18.526825396825398
9051.5	23.750476190476192
9093.5	22.94015873015873
9135.5	21.426666666666666
9177.5	20.32095238095238
9219.5	20.76047619047619
9261.5	25.233492063492065
9303.5	26.86936507936508
9345.5	26.363492063492064
9387.5	21.566984126984128
9429.5	28.525714285714287
9471.5	36.256349206349206
9513.5	49.13428571428572
9555.5	51.05968253968254
9597.5	37.74825396825397
9639.5	32.104126984126985
9681.5	33.35015873015873
9723.5	44.846666666666664
9765.5	57.60952380952381
9807.5	60.0
9849.5	60.0
9891.5	60.0
9933.5	60.0
9975.5	60.0
10017.5	60.0
10059.5	60.0
10101.5	60.0
10143.5	60.0
10185.5	60.0
10227.5	60.0
10269.5	60.0
10311.5	60.0
10353.5	60.0
10395.5	58.42301587301587
10437.5	52.653174603174605
10479.5	50.70857142857143
10521.5	50.07507936507937
10563.5	53.846984126984125
10605.5	58.68809523809524
10647.5	59.70031746031746
10689.5	59.57111111111111
10731.5	58.19428571428571
10773.5	58.12
10815.5	58.12
10857.5	59.28031746031746
10899.5	59.98888888888889
10941.5	56.69380952380953
10983.5	50.85142857142857
11025.5	45.09793650793651
11067.5	42.10523809523809
11109.5	44.84587301587302
11151.5	50.411904761904765
11193.5	55.679206349206346
11235.5	58.16920634920635
11277.5	59.98984126984127
11319.5	60.0
11361.5	59.98952380952381
11403.5	58.50365079365079
11445.5	54.0615873015873
11487.5	48.39206349206349
11529.5	41.275079365079364
11571.5	37.19380952380953
11613.5	34.80777777777778
11655.5	39.30428571428571
11697.5	46.52730158730159
11739.5	53.67349206349206
11781.5	59.39047619047619
11823.5	59.64539682539682
11865.5	57.37888888888889
11907.5	55.71206349206349
11949.5	54.36698412698413
11991.5	55.30730158730159
12033.5	57.153174603174605
12075.5	58.35523809523809
