#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.001072961373390558
26.0	0.001072961373390558
27.0	0.0
28.0	0.002682403433476395
29.0	0.0037553648068669528
30.0	0.0037553648068669528
31.0	0.004828326180257511
32.0	0.009656652360515022
33.0	0.009656652360515022
34.0	0.011266094420600859
35.0	0.017167381974248927
36.0	0.023605150214592276
37.0	0.026824034334763946
38.0	0.034334763948497854
39.0	0.03701716738197425
40.0	0.045064377682403435
41.0	0.039163090128755365
42.0	0.06115879828326181
43.0	0.0713519313304721
44.0	0.06706008583690988
45.0	0.06974248927038626
46.0	0.06545064377682402
47.0	0.06437768240343349
48.0	0.06062231759656652
49.0	0.05472103004291845
50.0	0.04881974248927039
51.0	0.04291845493562232
52.0	0.028969957081545063
53.0	0.02414163090128755
54.0	0.023605150214592276
55.0	0.016630901287553648
56.0	0.008047210300429186
57.0	0.009120171673819743
58.0	0.004828326180257511
59.0	0.004291845493562232
60.0	0.001072961373390558
61.0	0.001609442060085837
62.0	5.36480686695279E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
