#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	153.0
19.0	253.0
20.0	182.0
21.0	213.0
22.0	130.0
23.0	143.0
24.0	156.0
25.0	193.0
26.0	138.0
27.0	120.0
28.0	188.0
29.0	109.0
30.0	117.0
31.0	110.0
32.0	167.0
33.0	125.0
34.0	137.0
35.0	106.0
36.0	178.0
37.0	209.0
38.0	117.0
39.0	90.0
40.0	91.0
41.0	97.0
42.0	101.0
43.0	157.0
44.0	145.0
45.0	129.0
46.0	178.0
47.0	170.0
48.0	157.0
49.0	203.0
50.0	223.0
51.0	240.0
52.0	278.0
53.0	202.0
54.0	363.0
55.0	407.0
56.0	223.0
57.0	224.0
58.0	574.0
59.0	779.0
60.0	5880.0
