#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.75254994266402
19.0	99.72237310640352
20.0	99.69823163739514
21.0	99.67409016838674
22.0	99.64391333212626
23.0	99.61977186311788
24.0	99.5714889251011
25.0	99.54734745609271
26.0	99.51717061983221
27.0	99.49302915082383
28.0	99.46888768181545
29.0	99.44474621280705
30.0	99.42060474379866
31.0	99.39646327479026
32.0	99.37232180578188
33.0	99.3421449695214
34.0	99.29989739875671
35.0	99.27575592974833
36.0	99.25161446073993
37.0	99.17919005371476
38.0	99.07055344317702
39.0	99.01623513790814
40.0	98.94381073088297
41.0	98.8713863238578
42.0	98.79896191683264
43.0	98.73860824431166
44.0	98.6661838372865
45.0	98.62997163377392
46.0	98.53944112499245
47.0	98.40062767819421
48.0	98.31009716941276
49.0	98.2316373951355
50.0	97.84537389100127
51.0	97.21166032953106
