#Coverage (X)	Coverage
1.0	99.9939646327479
2.0	99.98189389824371
3.0	99.96982316373952
4.0	99.95775242923531
5.0	99.94568169473112
6.0	99.93361096022693
7.0	99.92154022572274
8.0	99.90946949121854
9.0	99.89739875671435
10.0	99.88532802221015
11.0	99.87325728770595
12.0	99.86118655320176
13.0	99.84911581869757
14.0	99.83704508419338
15.0	99.82497434968919
16.0	99.81290361518498
17.0	99.80083288068079
18.0	99.7887621461766
19.0	99.7766914116724
20.0	99.76462067716821
21.0	99.75254994266402
22.0	99.74047920815981
23.0	99.72840847365562
24.0	99.71633773915143
25.0	99.70426700464724
26.0	99.69219627014304
27.0	99.68012553563884
28.0	99.66805480113464
29.0	99.65598406663045
30.0	99.58355965960529
31.0	99.51717061983221
32.0	99.47492304906754
33.0	99.44474621280705
34.0	99.41456937654657
35.0	99.37835717303398
36.0	99.35421570402559
37.0	99.318003500513
38.0	99.27575592974833
39.0	99.25161446073993
40.0	99.22747299173155
41.0	99.19126078821897
42.0	99.14901321745428
43.0	99.1188363811938
44.0	99.0946949121854
45.0	99.07055344317702
46.0	99.03434123966443
47.0	98.99812903615185
48.0	98.97398756714347
49.0	98.94984609813507
50.0	98.92570462912668
51.0	98.90156316011829
