#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.76462067716821
19.0	99.71633773915143
20.0	99.68012553563884
21.0	99.64391333212626
22.0	99.61373649586578
23.0	99.58355965960529
24.0	99.54734745609271
25.0	99.51113525258012
26.0	99.47492304906754
27.0	99.43267547830285
28.0	99.39646327479026
29.0	99.36025107127769
30.0	99.3240388677651
31.0	99.28782666425252
32.0	99.25161446073993
33.0	99.21540225722735
34.0	99.17919005371476
35.0	99.14901321745428
36.0	99.1188363811938
37.0	99.04641197416863
38.0	98.93173999637878
39.0	98.8713863238578
40.0	98.79896191683264
41.0	98.72653750980747
42.0	98.6601484700344
43.0	98.59979479751343
44.0	98.52737039048826
45.0	98.48512281972359
46.0	98.38855694369002
47.0	98.24974349689178
48.0	98.15921298811033
49.0	98.08075321383306
50.0	97.69448970969884
51.0	97.06077614822863
