#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.7827267789245
19.0	99.7706560444203
20.0	99.75858530991611
21.0	99.74651457541191
22.0	99.71633773915143
23.0	99.61977186311788
24.0	99.5352767215885
25.0	99.39646327479026
26.0	99.36628643852978
27.0	99.3361096022693
28.0	99.30593276600881
29.0	99.27575592974833
30.0	99.24557909348783
31.0	99.21540225722735
32.0	99.18522542096687
33.0	99.15504858470638
34.0	99.1248717484459
35.0	99.0946949121854
36.0	99.06451807592492
37.0	98.99209366889976
38.0	98.8774216911099
39.0	98.81706801858893
40.0	98.74464361156376
41.0	98.67221920453859
42.0	98.60583016476552
43.0	98.53944112499245
44.0	98.46098135071519
45.0	98.41873377995051
46.0	98.32216790391695
47.0	98.17731908986661
48.0	98.08075321383306
49.0	97.9962580723037
50.0	97.60999456816947
51.0	96.99438710845556
