#Mapping quality	mapping quality
2.0	65.0
3.0	325.0
4.0	16.0
5.0	18.0
6.0	21.0
7.0	20.0
8.0	20.0
9.0	27.0
10.0	21.0
11.0	27.0
12.0	22.0
13.0	41.0
14.0	28.0
15.0	32.0
16.0	29.0
17.0	29.0
18.0	55.0
19.0	36.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	38.0
24.0	38.0
25.0	42.0
26.0	42.0
27.0	50.0
28.0	42.0
29.0	52.0
30.0	46.0
31.0	51.0
32.0	86.0
33.0	55.0
34.0	85.0
35.0	66.0
36.0	70.0
37.0	136.0
38.0	92.0
39.0	117.0
40.0	98.0
41.0	100.0
42.0	186.0
43.0	124.0
44.0	107.0
45.0	179.0
46.0	334.0
47.0	145.0
48.0	174.0
49.0	162.0
50.0	206.0
51.0	267.0
52.0	193.0
53.0	199.0
54.0	236.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
