#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0010758472296933835
26.0	0.0010758472296933835
27.0	0.0
28.0	0.0026896180742334587
29.0	0.003765465303926842
30.0	0.003765465303926842
31.0	0.004841312533620226
32.0	0.009682625067240451
33.0	0.009682625067240451
34.0	0.010758472296933835
35.0	0.01775147928994083
36.0	0.024206562668101127
37.0	0.026358257127487895
38.0	0.03388918773534158
39.0	0.03604088219472835
40.0	0.0457235072619688
41.0	0.040882194728348566
42.0	0.06024744486282947
43.0	0.07154384077461
44.0	0.06777837547068316
45.0	0.06939214631522324
46.0	0.0650887573964497
47.0	0.064550833781603
48.0	0.06186121570736954
49.0	0.05486820871436256
50.0	0.04733727810650887
51.0	0.04303388918773534
52.0	0.02797202797202797
53.0	0.024206562668101127
54.0	0.023668639053254434
55.0	0.016675632060247445
56.0	0.008068854222700376
57.0	0.00914470145239376
58.0	0.004841312533620226
59.0	0.004303388918773534
60.0	0.0010758472296933835
61.0	0.001613770844540075
62.0	5.379236148466917E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
