#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	49.0
28.0	40.0
29.0	50.0
30.0	44.0
31.0	46.0
32.0	54.0
33.0	55.0
34.0	85.0
35.0	72.0
36.0	75.0
37.0	140.0
38.0	98.0
39.0	125.0
40.0	104.0
41.0	105.0
42.0	240.0
43.0	151.0
44.0	127.0
45.0	188.0
46.0	341.0
47.0	152.0
48.0	184.0
49.0	169.0
50.0	264.0
51.0	262.0
52.0	229.0
53.0	188.0
54.0	222.0
55.0	302.0
56.0	370.0
57.0	472.0
58.0	352.0
59.0	701.0
60.0	9505.0
