#chr	pos	coverage
chrM	1	1
chrM	2	2
chrM	3	3
chrM	4	4
chrM	5	5
chrM	6	6
chrM	7	7
chrM	8	8
chrM	9	9
chrM	10	10
chrM	11	11
chrM	12	12
chrM	13	13
chrM	14	14
chrM	15	15
chrM	16	16
chrM	17	17
chrM	18	18
chrM	19	19
chrM	20	20
chrM	21	21
chrM	22	22
chrM	23	23
chrM	24	24
chrM	25	25
chrM	26	26
chrM	27	27
chrM	28	28
chrM	29	29
chrM	30	30
chrM	31	31
chrM	32	32
chrM	33	33
chrM	34	34
chrM	35	35
chrM	36	36
chrM	37	37
chrM	38	38
chrM	39	39
chrM	40	40
chrM	41	41
chrM	42	42
chrM	43	43
chrM	44	44
chrM	45	45
chrM	46	46
chrM	47	47
chrM	48	48
chrM	49	49
chrM	50	50
chrM	51	51
chrM	52	52
chrM	53	53
chrM	54	54
chrM	55	55
chrM	56	56
chrM	57	57
chrM	58	58
chrM	59	59
chrM	60	60
chrM	61	61
chrM	62	62
chrM	63	63
chrM	64	64
chrM	65	65
chrM	66	66
chrM	67	67
chrM	68	68
chrM	69	69
chrM	70	70
chrM	71	71
chrM	72	72
chrM	73	73
chrM	74	74
chrM	75	75
chrM	76	76
chrM	77	77
chrM	78	78
chrM	79	79
chrM	80	80
chrM	81	81
chrM	82	82
chrM	83	83
chrM	84	84
chrM	85	85
chrM	86	86
chrM	87	87
chrM	88	88
chrM	89	89
chrM	90	90
chrM	91	91
chrM	92	92
chrM	93	93
chrM	94	94
chrM	95	95
chrM	96	96
chrM	97	97
chrM	98	98
chrM	99	99
chrM	100	99
chrM	101	99
chrM	102	99
chrM	103	99
chrM	104	99
chrM	105	99
chrM	106	99
chrM	107	99
chrM	108	99
chrM	109	99
chrM	110	99
chrM	111	99
chrM	112	99
chrM	113	99
chrM	114	99
chrM	115	99
chrM	116	99
chrM	117	99
chrM	118	99
chrM	119	99
chrM	120	99
chrM	121	99
chrM	122	99
chrM	123	99
chrM	124	99
chrM	125	99
chrM	126	99
chrM	127	99
chrM	128	99
chrM	129	99
chrM	130	99
chrM	131	99
chrM	132	99
chrM	133	99
chrM	134	99
chrM	135	99
chrM	136	99
chrM	137	99
chrM	138	99
chrM	139	99
chrM	140	99
chrM	141	99
chrM	142	99
chrM	143	99
chrM	144	99
chrM	145	99
chrM	146	99
chrM	147	99
chrM	148	99
chrM	149	99
chrM	150	99
chrM	151	99
chrM	152	99
chrM	153	99
chrM	154	99
chrM	155	99
chrM	156	99
chrM	157	99
chrM	158	99
chrM	159	99
chrM	160	99
chrM	161	99
chrM	162	99
chrM	163	99
chrM	164	99
chrM	165	99
chrM	166	99
chrM	167	99
chrM	168	99
chrM	169	99
chrM	170	99
chrM	171	99
chrM	172	99
chrM	173	99
chrM	174	99
chrM	175	99
chrM	176	99
chrM	177	99
chrM	178	99
chrM	179	99
chrM	180	99
chrM	181	99
chrM	182	99
chrM	183	99
chrM	184	99
chrM	185	99
chrM	186	99
chrM	187	99
chrM	188	99
chrM	189	99
chrM	190	99
chrM	191	99
chrM	192	99
chrM	193	99
chrM	194	99
chrM	195	99
chrM	196	99
chrM	197	99
chrM	198	99
chrM	199	99
chrM	200	99
chrM	201	99
chrM	202	100
chrM	203	101
chrM	204	102
chrM	205	103
chrM	206	104
chrM	207	105
chrM	208	106
chrM	209	107
chrM	210	108
chrM	211	109
chrM	212	110
chrM	213	111
chrM	214	112
chrM	215	113
chrM	216	114
chrM	217	115
chrM	218	116
chrM	219	117
chrM	220	118
chrM	221	119
chrM	222	120
chrM	223	121
chrM	224	122
chrM	225	123
chrM	226	124
chrM	227	125
chrM	228	126
chrM	229	127
chrM	230	128
chrM	231	129
chrM	232	130
chrM	233	131
chrM	234	132
chrM	235	133
chrM	236	134
chrM	237	135
chrM	238	136
chrM	239	137
chrM	240	138
chrM	241	139
chrM	242	140
chrM	243	141
chrM	244	142
chrM	245	143
chrM	246	144
chrM	247	145
chrM	248	146
chrM	249	147
chrM	250	148
chrM	251	149
chrM	252	150
chrM	253	151
chrM	254	152
chrM	255	153
chrM	256	154
chrM	257	155
chrM	258	156
chrM	259	157
chrM	260	158
chrM	261	159
chrM	262	160
chrM	263	161
chrM	264	162
chrM	265	163
chrM	266	164
chrM	267	165
chrM	268	166
chrM	269	167
chrM	270	168
chrM	271	169
chrM	272	170
chrM	273	171
chrM	274	172
chrM	275	173
chrM	276	174
chrM	277	175
chrM	278	176
chrM	279	177
chrM	280	178
chrM	281	179
chrM	282	180
chrM	283	181
chrM	284	182
chrM	285	183
chrM	286	184
chrM	287	185
chrM	288	186
chrM	289	187
chrM	290	188
chrM	291	189
chrM	292	190
chrM	293	191
chrM	294	192
chrM	295	193
chrM	296	194
chrM	297	195
chrM	298	196
chrM	299	197
chrM	300	198
chrM	301	198
chrM	302	198
chrM	303	198
chrM	304	198
chrM	305	198
chrM	306	198
chrM	307	198
chrM	308	198
chrM	309	198
chrM	310	198
chrM	311	198
chrM	312	198
chrM	313	198
chrM	314	198
chrM	315	198
chrM	316	198
chrM	317	198
chrM	318	198
chrM	319	198
chrM	320	198
chrM	321	198
chrM	322	198
chrM	323	198
chrM	324	198
chrM	325	198
chrM	326	198
chrM	327	198
chrM	328	198
chrM	329	198
chrM	330	198
chrM	331	198
chrM	332	198
chrM	333	198
chrM	334	198
chrM	335	198
chrM	336	198
chrM	337	198
chrM	338	198
chrM	339	198
chrM	340	198
chrM	341	198
chrM	342	198
chrM	343	198
chrM	344	198
chrM	345	198
chrM	346	198
chrM	347	198
chrM	348	198
chrM	349	198
chrM	350	198
chrM	351	198
chrM	352	198
chrM	353	198
chrM	354	198
chrM	355	198
chrM	356	198
chrM	357	198
chrM	358	198
chrM	359	198
chrM	360	198
chrM	361	198
chrM	362	198
chrM	363	198
chrM	364	198
chrM	365	198
chrM	366	198
chrM	367	198
chrM	368	198
chrM	369	198
chrM	370	198
chrM	371	198
chrM	372	198
chrM	373	198
chrM	374	198
chrM	375	198
chrM	376	198
chrM	377	198
chrM	378	198
chrM	379	198
chrM	380	198
chrM	381	198
chrM	382	198
chrM	383	198
chrM	384	198
chrM	385	198
