#Mapping quality	mapping quality
2.0	65.0
3.0	272.0
4.0	16.0
5.0	18.0
6.0	22.0
7.0	19.0
8.0	20.0
9.0	28.0
10.0	21.0
11.0	28.0
12.0	21.0
13.0	41.0
14.0	29.0
15.0	31.0
16.0	30.0
17.0	28.0
18.0	56.0
19.0	36.0
20.0	34.0
21.0	37.0
22.0	35.0
23.0	38.0
24.0	39.0
25.0	41.0
26.0	42.0
27.0	49.0
28.0	40.0
29.0	49.0
30.0	44.0
31.0	45.0
32.0	53.0
33.0	54.0
34.0	85.0
35.0	72.0
36.0	75.0
37.0	139.0
38.0	95.0
39.0	120.0
40.0	106.0
41.0	105.0
42.0	190.0
43.0	132.0
44.0	115.0
45.0	189.0
46.0	338.0
47.0	150.0
48.0	183.0
49.0	165.0
50.0	269.0
51.0	270.0
52.0	195.0
53.0	198.0
54.0	240.0
55.0	315.0
56.0	383.0
57.0	484.0
58.0	364.0
59.0	680.0
60.0	9529.0
