#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0010718113612004287
26.0	0.0010718113612004287
27.0	0.0
28.0	0.0026795284030010718
29.0	0.0037513397642015005
30.0	0.0037513397642015005
31.0	0.00482315112540193
32.0	0.00964630225080386
33.0	0.00964630225080386
34.0	0.011254019292604502
35.0	0.01714898177920686
36.0	0.023579849946409433
37.0	0.02733118971061093
38.0	0.03483386923901394
39.0	0.03536977491961415
40.0	0.04501607717041801
41.0	0.04072883172561629
42.0	0.060021436227224015
43.0	0.0712754555198285
44.0	0.06752411575562701
45.0	0.06913183279742766
46.0	0.06538049303322614
47.0	0.06430868167202572
48.0	0.06109324758842443
49.0	0.05519828510182208
50.0	0.0487674169346195
51.0	0.04287245444801715
52.0	0.028938906752411574
53.0	0.02411575562700964
54.0	0.023579849946409433
55.0	0.016613076098606645
56.0	0.008038585209003217
57.0	0.009110396570203644
58.0	0.00482315112540193
59.0	0.004287245444801715
60.0	0.0010718113612004287
61.0	0.001607717041800643
62.0	5.359056806002144E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
