#Coverage (X)	Coverage
1.0	99.9939646327479
2.0	99.98189389824371
3.0	99.96982316373952
4.0	99.95775242923531
5.0	99.94568169473112
6.0	99.93361096022693
7.0	99.92154022572274
8.0	99.90946949121854
9.0	99.89739875671435
10.0	99.88532802221015
11.0	99.87325728770595
12.0	99.86118655320176
13.0	99.84911581869757
14.0	99.83704508419338
15.0	99.82497434968919
16.0	99.81290361518498
17.0	99.80083288068079
18.0	99.7887621461766
19.0	99.7766914116724
20.0	99.76462067716821
21.0	99.75254994266402
22.0	99.74047920815981
23.0	99.72840847365562
24.0	99.71633773915143
25.0	99.70426700464724
26.0	99.69219627014304
27.0	99.68012553563884
28.0	99.66805480113464
29.0	99.65598406663045
30.0	99.64391333212626
31.0	99.63184259762207
32.0	99.61977186311788
33.0	99.60770112861367
34.0	99.54734745609271
35.0	99.46285231456334
36.0	99.40853400929447
37.0	99.37835717303398
38.0	99.3481803367735
39.0	99.30593276600881
40.0	99.25764982799204
41.0	99.21540225722735
42.0	99.18522542096687
43.0	99.14901321745428
44.0	99.1248717484459
45.0	99.0946949121854
46.0	99.05848270867283
47.0	99.01623513790814
48.0	98.98605830164766
49.0	98.94984609813507
50.0	98.91363389462249
51.0	98.8774216911099
