#Position (bp)	mapping quality
21.5	60.0
63.5	60.0
105.5	60.0
147.5	60.0
189.5	60.0
231.5	60.0
273.5	60.0
315.5	60.0
357.5	60.0
399.5	60.0
441.5	60.0
483.5	60.0
525.5	60.0
567.5	60.0
609.5	60.0
651.5	60.0
693.5	60.0
735.5	60.0
777.5	60.0
819.5	60.0
861.5	60.0
903.5	60.0
945.5	60.0
987.5	60.0
1029.5	60.0
1071.5	60.0
1113.5	60.0
1155.5	60.0
1197.5	60.0
1239.5	60.0
1281.5	60.0
1323.5	60.0
1365.5	60.0
1407.5	60.0
1449.5	60.0
1491.5	60.0
1533.5	60.0
1575.5	60.0
1617.5	60.0
1659.5	60.0
1701.5	60.0
1743.5	60.0
1785.5	60.0
1827.5	60.0
1869.5	60.0
1911.5	60.0
1953.5	60.0
1995.5	60.0
2037.5	60.0
2079.5	60.0
2121.5	60.0
2163.5	60.0
2205.5	60.0
2247.5	60.0
2289.5	60.0
2331.5	60.0
2373.5	60.0
2415.5	60.0
2457.5	60.0
2499.5	60.0
2541.5	60.0
2583.5	60.0
2625.5	60.0
2667.5	60.0
2709.5	60.0
2751.5	60.0
2793.5	60.0
2835.5	60.0
2877.5	60.0
2919.5	60.0
2961.5	60.0
3003.5	60.0
3045.5	60.0
3087.5	58.57142857142857
3129.5	60.0
3171.5	60.0
3213.5	60.0
3255.5	60.0
3297.5	60.0
3339.5	60.0
3381.5	60.0
3423.5	60.0
3465.5	60.0
3507.5	60.0
3549.5	60.0
3591.5	60.0
3633.5	60.0
3675.5	60.0
3717.5	60.0
3759.5	60.0
3801.5	60.0
3843.5	60.0
3885.5	60.0
3927.5	60.0
3969.5	60.0
4011.5	60.0
4053.5	60.0
4095.5	60.0
4137.5	60.0
4179.5	60.0
4221.5	60.0
4263.5	60.0
4305.5	60.0
4347.5	60.0
4389.5	60.0
4431.5	60.0
4473.5	60.0
4515.5	60.0
4557.5	60.0
4599.5	60.0
4641.5	60.0
4683.5	60.0
4725.5	60.0
4767.5	60.0
4809.5	60.0
4851.5	60.0
4893.5	60.0
4935.5	60.0
4977.5	60.0
5019.5	60.0
5061.5	60.0
5103.5	60.0
5145.5	60.0
5187.5	60.0
5229.5	60.0
5271.5	60.0
5313.5	60.0
5355.5	60.0
5397.5	60.0
5439.5	60.0
5481.5	60.0
5523.5	60.0
5565.5	60.0
5607.5	60.0
5649.5	60.0
5691.5	60.0
5733.5	60.0
5775.5	60.0
5817.5	60.0
5859.5	60.0
5901.5	60.0
5943.5	60.0
5985.5	60.0
6027.5	60.0
6069.5	60.0
6111.5	60.0
6153.5	60.0
6195.5	60.0
6237.5	60.0
6279.5	60.0
6321.5	60.0
6363.5	60.0
6405.5	60.0
6447.5	60.0
6489.5	60.0
6531.5	60.0
6573.5	60.0
6615.5	60.0
6657.5	60.0
6699.5	60.0
6741.5	60.0
6783.5	60.0
6825.5	60.0
6867.5	60.0
6909.5	60.0
6951.5	60.0
6993.5	60.0
7035.5	60.0
7077.5	60.0
7119.5	60.0
7161.5	60.0
7203.5	60.0
7245.5	60.0
7287.5	60.0
7329.5	60.0
7371.5	60.0
7413.5	60.0
7455.5	60.0
7497.5	60.0
7539.5	60.0
7581.5	60.0
7623.5	60.0
7665.5	60.0
7707.5	60.0
7749.5	60.0
7791.5	60.0
7833.5	60.0
7875.5	60.0
7917.5	60.0
7959.5	60.0
8001.5	60.0
8043.5	60.0
8085.5	60.0
8127.5	60.0
8169.5	60.0
8211.5	60.0
8253.5	60.0
8295.5	60.0
8337.5	60.0
8379.5	60.0
8421.5	60.0
8463.5	60.0
8505.5	60.0
8547.5	60.0
8589.5	60.0
8631.5	60.0
8673.5	60.0
8715.5	60.0
8757.5	60.0
8799.5	60.0
8841.5	60.0
8883.5	60.0
8925.5	60.0
8967.5	60.0
9009.5	60.0
9051.5	60.0
9093.5	60.0
9135.5	60.0
9177.5	60.0
9219.5	60.0
9261.5	60.0
9303.5	60.0
9345.5	60.0
9387.5	60.0
9429.5	60.0
9471.5	60.0
9513.5	60.0
9555.5	60.0
9597.5	60.0
9639.5	60.0
9681.5	60.0
9723.5	60.0
9765.5	60.0
9807.5	60.0
9849.5	60.0
9891.5	60.0
9933.5	60.0
9975.5	60.0
10017.5	60.0
10059.5	60.0
10101.5	60.0
10143.5	60.0
10185.5	60.0
10227.5	60.0
10269.5	60.0
10311.5	60.0
10353.5	60.0
10395.5	60.0
10437.5	60.0
10479.5	60.0
10521.5	60.0
10563.5	60.0
10605.5	60.0
10647.5	60.0
10689.5	60.0
10731.5	60.0
10773.5	60.0
10815.5	60.0
10857.5	60.0
10899.5	60.0
10941.5	60.0
10983.5	60.0
11025.5	60.0
11067.5	60.0
11109.5	60.0
11151.5	60.0
11193.5	60.0
11235.5	60.0
11277.5	60.0
11319.5	60.0
11361.5	60.0
11403.5	60.0
11445.5	60.0
11487.5	60.0
11529.5	60.0
11571.5	60.0
11613.5	60.0
11655.5	60.0
11697.5	60.0
11739.5	60.0
11781.5	60.0
11823.5	60.0
11865.5	60.0
11907.5	60.0
11949.5	60.0
11991.5	60.0
12033.5	60.0
12075.5	60.0
12117.5	60.0
12159.5	60.0
12201.5	60.0
12243.5	60.0
12285.5	60.0
12327.5	60.0
12369.5	60.0
12411.5	60.0
12453.5	60.0
12495.5	60.0
12537.5	60.0
12579.5	60.0
12621.5	60.0
12663.5	60.0
12705.5	60.0
12747.5	60.0
12789.5	60.0
12831.5	60.0
12873.5	60.0
12915.5	60.0
12957.5	60.0
12999.5	60.0
13041.5	60.0
13083.5	60.0
13125.5	60.0
13167.5	60.0
13209.5	60.0
13251.5	60.0
13293.5	60.0
13335.5	60.0
13377.5	60.0
13419.5	60.0
13461.5	60.0
13503.5	60.0
13545.5	60.0
13587.5	60.0
13629.5	60.0
13671.5	60.0
13713.5	60.0
13755.5	60.0
13797.5	60.0
13839.5	60.0
13881.5	60.0
13923.5	60.0
13965.5	60.0
14007.5	60.0
14049.5	60.0
14091.5	60.0
14133.5	60.0
14175.5	60.0
14217.5	60.0
14259.5	60.0
14301.5	60.0
14343.5	60.0
14385.5	60.0
14427.5	60.0
14469.5	60.0
14511.5	60.0
14553.5	60.0
14595.5	60.0
14637.5	60.0
14679.5	60.0
14721.5	60.0
14763.5	60.0
14805.5	60.0
14847.5	60.0
14889.5	60.0
14931.5	60.0
14973.5	60.0
15015.5	60.0
15057.5	60.0
15099.5	60.0
15141.5	60.0
15183.5	60.0
15225.5	60.0
15267.5	60.0
15309.5	60.0
15351.5	60.0
15393.5	60.0
15435.5	60.0
15477.5	60.0
15519.5	60.0
15561.5	60.0
15603.5	60.0
15645.5	60.0
15687.5	60.0
15729.5	60.0
15771.5	60.0
15813.5	60.0
15855.5	60.0
15897.5	60.0
15939.5	60.0
15981.5	60.0
16023.5	60.0
16065.5	60.0
16107.5	60.0
16149.5	60.0
16191.5	60.0
