#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	186.0
15.0	158.0
16.0	202.0
17.0	250.0
18.0	164.0
19.0	267.0
20.0	180.0
21.0	193.0
22.0	131.0
23.0	135.0
24.0	150.0
25.0	177.0
26.0	106.0
27.0	94.0
28.0	162.0
29.0	100.0
30.0	106.0
31.0	99.0
32.0	157.0
33.0	115.0
34.0	126.0
35.0	95.0
36.0	169.0
37.0	200.0
38.0	109.0
39.0	82.0
40.0	84.0
41.0	115.0
42.0	118.0
43.0	178.0
44.0	169.0
45.0	145.0
46.0	192.0
47.0	196.0
48.0	163.0
49.0	217.0
50.0	221.0
51.0	244.0
52.0	276.0
53.0	201.0
54.0	360.0
55.0	403.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
