#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026217228464419477
30.0	0.0022471910112359553
31.0	0.00299625468164794
32.0	0.0026217228464419477
33.0	0.0041198501872659185
34.0	0.0052434456928838954
35.0	0.008239700374531835
36.0	0.01647940074906367
37.0	0.03146067415730337
38.0	0.03258426966292135
39.0	0.037827715355805244
40.0	0.04756554307116105
41.0	0.05168539325842697
42.0	0.05955056179775281
43.0	0.07340823970037454
44.0	0.07528089887640449
45.0	0.0745318352059925
46.0	0.08689138576779026
47.0	0.09288389513108614
48.0	0.07415730337078652
49.0	0.06666666666666667
50.0	0.05131086142322097
51.0	0.03220973782771535
52.0	0.01947565543071161
53.0	0.014232209737827716
54.0	0.01198501872659176
55.0	0.010861423220973783
56.0	0.007116104868913859
57.0	0.0026217228464419477
58.0	7.49063670411985E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	3.745318352059925E-4
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
