#Mapping quality	mapping quality
2.0	65.0
3.0	244.0
4.0	18.0
5.0	21.0
6.0	24.0
7.0	22.0
8.0	21.0
9.0	31.0
10.0	23.0
11.0	30.0
12.0	23.0
13.0	45.0
14.0	30.0
15.0	35.0
16.0	32.0
17.0	31.0
18.0	58.0
19.0	40.0
20.0	38.0
21.0	38.0
22.0	40.0
23.0	41.0
24.0	42.0
25.0	46.0
26.0	43.0
27.0	54.0
28.0	44.0
29.0	54.0
30.0	47.0
31.0	50.0
32.0	56.0
33.0	59.0
34.0	87.0
35.0	75.0
36.0	78.0
37.0	145.0
38.0	98.0
39.0	125.0
40.0	108.0
41.0	107.0
42.0	194.0
43.0	132.0
44.0	118.0
45.0	145.0
46.0	329.0
47.0	150.0
48.0	182.0
49.0	168.0
50.0	271.0
51.0	224.0
52.0	186.0
53.0	176.0
54.0	213.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
