#Mapping quality	mapping quality
2.0	65.0
3.0	325.0
4.0	16.0
5.0	19.0
6.0	21.0
7.0	20.0
8.0	20.0
9.0	28.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	30.0
18.0	55.0
19.0	36.0
20.0	33.0
21.0	36.0
22.0	35.0
23.0	37.0
24.0	38.0
25.0	43.0
26.0	42.0
27.0	49.0
28.0	41.0
29.0	52.0
30.0	44.0
31.0	47.0
32.0	56.0
33.0	55.0
34.0	87.0
35.0	72.0
36.0	76.0
37.0	143.0
38.0	97.0
39.0	121.0
40.0	104.0
41.0	105.0
42.0	190.0
43.0	128.0
44.0	114.0
45.0	185.0
46.0	337.0
47.0	149.0
48.0	184.0
49.0	164.0
50.0	238.0
51.0	258.0
52.0	184.0
53.0	190.0
54.0	203.0
55.0	302.0
56.0	375.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
