#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026385224274406336
30.0	0.0022615906520919715
31.0	0.003015454202789295
32.0	0.0026385224274406336
33.0	0.004146249528835281
34.0	0.005277044854881266
35.0	0.008292499057670561
36.0	0.016584998115341126
37.0	0.031662269129287594
38.0	0.03279306445533359
39.0	0.038070109310214845
40.0	0.047870335469280066
41.0	0.052016584998115345
42.0	0.05993215228043724
43.0	0.07425555974368639
44.0	0.07727101394647569
45.0	0.07576328684508105
46.0	0.08857896720693555
47.0	0.0919713531850735
48.0	0.07463249151903507
49.0	0.0652091971353185
50.0	0.050131926121372045
51.0	0.02940067847719563
52.0	0.018469656992084436
53.0	0.013946475687900492
54.0	0.01168488503580852
55.0	0.010931021485111195
56.0	0.007161703731624576
57.0	0.0026385224274406336
58.0	7.538635506973238E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
