#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.7827267789245
19.0	99.7706560444203
20.0	99.75858530991611
21.0	99.74651457541191
22.0	99.73444384090772
23.0	99.72237310640352
24.0	99.71030237189933
25.0	99.69823163739514
26.0	99.68616090289095
27.0	99.67409016838674
28.0	99.66201943388255
29.0	99.64994869937836
30.0	99.5714889251011
31.0	99.5352767215885
32.0	99.49906451807593
33.0	99.45681694731124
34.0	99.42664011105076
35.0	99.39646327479026
36.0	99.36628643852978
37.0	99.28782666425252
38.0	99.17315468646267
39.0	99.11280101394169
40.0	99.04037660691652
41.0	98.97398756714347
42.0	98.9075985273704
43.0	98.84120948759733
44.0	98.76274971332006
45.0	98.72653750980747
46.0	98.62997163377392
47.0	98.49115818697568
48.0	98.40062767819421
49.0	98.32216790391695
50.0	97.93590439978273
51.0	97.30219083831251
