#Mapping quality	mapping quality
2.0	65.0
3.0	283.0
4.0	16.0
5.0	19.0
6.0	21.0
7.0	21.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	27.0
12.0	23.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	29.0
17.0	30.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	41.0
26.0	41.0
27.0	49.0
28.0	41.0
29.0	49.0
30.0	43.0
31.0	48.0
32.0	53.0
33.0	57.0
34.0	91.0
35.0	72.0
36.0	78.0
37.0	144.0
38.0	100.0
39.0	125.0
40.0	106.0
41.0	108.0
42.0	194.0
43.0	132.0
44.0	110.0
45.0	179.0
46.0	334.0
47.0	145.0
48.0	174.0
49.0	162.0
50.0	206.0
51.0	267.0
52.0	193.0
53.0	199.0
54.0	236.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
