#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026138909634055266
30.0	0.0022404779686333084
31.0	0.002987303958177745
32.0	0.0026138909634055266
33.0	0.004107542942494399
34.0	0.005227781926811053
35.0	0.008215085884988798
36.0	0.016430171769977596
37.0	0.03136669156086632
38.0	0.03248693054518298
39.0	0.037714712471994025
40.0	0.0474234503360717
41.0	0.05153099327856609
42.0	0.05937266616878268
43.0	0.07356235997012697
44.0	0.07654966392830471
45.0	0.07505601194921582
46.0	0.08737864077669902
47.0	0.09223300970873785
48.0	0.0743091859596714
49.0	0.06460044809559375
50.0	0.050410754294249446
51.0	0.03398058252427185
52.0	0.020164301717699777
53.0	0.014189693801344288
54.0	0.01194921583271098
55.0	0.010828976848394326
56.0	0.007094846900672143
57.0	0.002613890963405527
58.0	7.468259895444362E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
