#Mapping quality	mapping quality
2.0	65.0
3.0	284.0
4.0	18.0
5.0	21.0
6.0	25.0
7.0	23.0
8.0	21.0
9.0	23.0
10.0	20.0
11.0	27.0
12.0	22.0
13.0	41.0
14.0	29.0
15.0	31.0
16.0	29.0
17.0	28.0
18.0	54.0
19.0	37.0
20.0	33.0
21.0	36.0
22.0	35.0
23.0	35.0
24.0	37.0
25.0	41.0
26.0	40.0
27.0	48.0
28.0	39.0
29.0	48.0
30.0	44.0
31.0	44.0
32.0	52.0
33.0	54.0
34.0	84.0
35.0	72.0
36.0	74.0
37.0	140.0
38.0	95.0
39.0	121.0
40.0	102.0
41.0	103.0
42.0	190.0
43.0	128.0
44.0	113.0
45.0	186.0
46.0	338.0
47.0	148.0
48.0	184.0
49.0	164.0
50.0	265.0
51.0	264.0
52.0	189.0
53.0	198.0
54.0	234.0
55.0	310.0
56.0	377.0
57.0	482.0
58.0	360.0
59.0	714.0
60.0	9548.0
