#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	27.0
12.0	24.0
13.0	41.0
14.0	27.0
15.0	33.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	35.0
21.0	35.0
22.0	37.0
23.0	37.0
24.0	38.0
25.0	41.0
26.0	41.0
27.0	50.0
28.0	40.0
29.0	51.0
30.0	43.0
31.0	46.0
32.0	54.0
33.0	56.0
34.0	85.0
35.0	72.0
36.0	73.0
37.0	140.0
38.0	98.0
39.0	121.0
40.0	104.0
41.0	104.0
42.0	190.0
43.0	128.0
44.0	112.0
45.0	185.0
46.0	339.0
47.0	149.0
48.0	184.0
49.0	165.0
50.0	269.0
51.0	267.0
52.0	194.0
53.0	195.0
54.0	238.0
55.0	313.0
56.0	381.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
