#Mapping quality	mapping quality
2.0	65.0
3.0	230.0
4.0	16.0
5.0	19.0
6.0	24.0
7.0	20.0
8.0	21.0
9.0	30.0
10.0	21.0
11.0	30.0
12.0	23.0
13.0	42.0
14.0	29.0
15.0	34.0
16.0	32.0
17.0	30.0
18.0	57.0
19.0	38.0
20.0	36.0
21.0	36.0
22.0	38.0
23.0	39.0
24.0	41.0
25.0	43.0
26.0	43.0
27.0	51.0
28.0	43.0
29.0	53.0
30.0	48.0
31.0	49.0
32.0	55.0
33.0	59.0
34.0	86.0
35.0	78.0
36.0	77.0
37.0	142.0
38.0	100.0
39.0	125.0
40.0	107.0
41.0	106.0
42.0	194.0
43.0	130.0
44.0	111.0
45.0	180.0
46.0	335.0
47.0	144.0
48.0	174.0
49.0	161.0
50.0	266.0
51.0	260.0
52.0	191.0
53.0	192.0
54.0	230.0
55.0	305.0
56.0	380.0
57.0	479.0
58.0	358.0
59.0	707.0
60.0	9554.0
