#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	56.0
13.0	45.0
14.0	32.0
15.0	36.0
16.0	34.0
17.0	31.0
18.0	58.0
19.0	41.0
20.0	38.0
21.0	40.0
22.0	40.0
23.0	40.0
24.0	42.0
25.0	45.0
26.0	46.0
27.0	52.0
28.0	44.0
29.0	54.0
30.0	48.0
31.0	48.0
32.0	58.0
33.0	58.0
34.0	88.0
35.0	75.0
36.0	79.0
37.0	144.0
38.0	100.0
39.0	123.0
40.0	108.0
41.0	107.0
42.0	195.0
43.0	136.0
44.0	119.0
45.0	144.0
46.0	331.0
47.0	149.0
48.0	176.0
49.0	170.0
50.0	271.0
51.0	219.0
52.0	181.0
53.0	175.0
54.0	213.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
