#Mapping quality	mapping quality
2.0	66.0
3.0	229.0
4.0	18.0
5.0	21.0
6.0	24.0
7.0	22.0
8.0	24.0
9.0	31.0
10.0	23.0
11.0	31.0
12.0	24.0
13.0	45.0
14.0	30.0
15.0	35.0
16.0	32.0
17.0	32.0
18.0	58.0
19.0	40.0
20.0	37.0
21.0	39.0
22.0	39.0
23.0	41.0
24.0	42.0
25.0	46.0
26.0	44.0
27.0	54.0
28.0	45.0
29.0	55.0
30.0	49.0
31.0	53.0
32.0	61.0
33.0	82.0
34.0	105.0
35.0	73.0
36.0	76.0
37.0	141.0
38.0	97.0
39.0	125.0
40.0	104.0
41.0	108.0
42.0	193.0
43.0	129.0
44.0	117.0
45.0	188.0
46.0	331.0
47.0	140.0
48.0	173.0
49.0	155.0
50.0	258.0
51.0	255.0
52.0	181.0
53.0	187.0
54.0	222.0
55.0	302.0
56.0	370.0
57.0	472.0
58.0	339.0
59.0	701.0
60.0	9553.0
