#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	29.0
10.0	21.0
11.0	28.0
12.0	22.0
13.0	42.0
14.0	28.0
15.0	32.0
16.0	30.0
17.0	29.0
18.0	55.0
19.0	37.0
20.0	34.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	57.0
28.0	48.0
29.0	57.0
30.0	49.0
31.0	52.0
32.0	62.0
33.0	62.0
34.0	92.0
35.0	80.0
36.0	80.0
37.0	146.0
38.0	102.0
39.0	127.0
40.0	112.0
41.0	110.0
42.0	196.0
43.0	133.0
44.0	129.0
45.0	184.0
46.0	271.0
47.0	144.0
48.0	178.0
49.0	163.0
50.0	254.0
51.0	263.0
52.0	189.0
53.0	197.0
54.0	231.0
55.0	311.0
56.0	378.0
57.0	481.0
58.0	362.0
59.0	708.0
60.0	9553.0
