#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	136.0
6.0	228.0
7.0	208.0
8.0	151.0
9.0	165.0
10.0	118.0
11.0	133.0
12.0	162.0
13.0	234.0
14.0	177.0
15.0	152.0
16.0	196.0
17.0	244.0
18.0	155.0
19.0	255.0
20.0	182.0
21.0	192.0
22.0	110.0
23.0	133.0
24.0	146.0
25.0	185.0
26.0	129.0
27.0	114.0
28.0	181.0
29.0	101.0
30.0	111.0
31.0	104.0
32.0	160.0
33.0	120.0
34.0	132.0
35.0	99.0
36.0	176.0
37.0	214.0
38.0	123.0
39.0	95.0
40.0	128.0
41.0	105.0
42.0	105.0
43.0	160.0
44.0	146.0
45.0	117.0
46.0	128.0
47.0	183.0
48.0	160.0
49.0	206.0
50.0	226.0
51.0	250.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
