#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.002625656414103526
30.0	0.002250562640660165
31.0	0.003000750187546887
32.0	0.002625656414103526
33.0	0.004126031507876969
34.0	0.005251312828207052
35.0	0.008252063015753939
36.0	0.016504126031507877
37.0	0.03150787696924231
38.0	0.032633158289572396
39.0	0.03788447111777944
40.0	0.048012003000750196
41.0	0.05101275318829708
42.0	0.05926481620405101
43.0	0.07239309827456863
44.0	0.07689422355588897
45.0	0.07501875468867217
46.0	0.08814703675918978
47.0	0.09264816204051013
48.0	0.07464366091522881
49.0	0.06601650412603151
50.0	0.05138784696174044
51.0	0.030757689422355586
52.0	0.019504876219054765
53.0	0.014253563390847714
54.0	0.012003000750187547
55.0	0.010877719429857465
56.0	0.007126781695423855
57.0	0.0026256564141035263
58.0	7.501875468867217E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
