#Mapping quality	mapping quality
2.0	65.0
3.0	227.0
4.0	16.0
5.0	19.0
6.0	22.0
7.0	20.0
8.0	20.0
9.0	34.0
10.0	22.0
11.0	29.0
12.0	24.0
13.0	44.0
14.0	29.0
15.0	34.0
16.0	31.0
17.0	31.0
18.0	56.0
19.0	38.0
20.0	36.0
21.0	37.0
22.0	38.0
23.0	39.0
24.0	39.0
25.0	45.0
26.0	42.0
27.0	52.0
28.0	43.0
29.0	52.0
30.0	46.0
31.0	49.0
32.0	56.0
33.0	58.0
34.0	87.0
35.0	75.0
36.0	78.0
37.0	143.0
38.0	99.0
39.0	125.0
40.0	108.0
41.0	108.0
42.0	194.0
43.0	134.0
44.0	120.0
45.0	190.0
46.0	309.0
47.0	140.0
48.0	181.0
49.0	160.0
50.0	267.0
51.0	268.0
52.0	197.0
53.0	201.0
54.0	236.0
55.0	313.0
56.0	377.0
57.0	480.0
58.0	365.0
59.0	713.0
60.0	9506.0
