#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.7827267789245
19.0	99.7706560444203
20.0	99.75858530991611
21.0	99.74651457541191
22.0	99.73444384090772
23.0	99.72237310640352
24.0	99.63787796487416
25.0	99.45681694731124
26.0	99.35421570402559
27.0	99.29989739875671
28.0	99.25764982799204
29.0	99.22143762447945
30.0	99.19126078821897
31.0	99.16711931921057
32.0	99.14297785020219
33.0	99.11280101394169
34.0	99.08865954493331
35.0	99.06451807592492
36.0	99.02830587241233
37.0	99.00416440340395
38.0	98.98002293439556
39.0	98.95588146538717
40.0	98.91966926187459
41.0	98.883457058362
42.0	98.85931558935361
43.0	98.83517412034523
44.0	98.81103265133683
45.0	98.77482044782425
46.0	98.73860824431166
47.0	98.67221920453859
48.0	98.62393626652182
49.0	98.56961796125294
50.0	98.19542519162292
51.0	97.57981773190899
