#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	174.0
15.0	150.0
16.0	197.0
17.0	244.0
18.0	154.0
19.0	253.0
20.0	184.0
21.0	207.0
22.0	133.0
23.0	159.0
24.0	140.0
25.0	184.0
26.0	124.0
27.0	115.0
28.0	184.0
29.0	108.0
30.0	115.0
31.0	110.0
32.0	168.0
33.0	128.0
34.0	147.0
35.0	105.0
36.0	182.0
37.0	215.0
38.0	113.0
39.0	76.0
40.0	78.0
41.0	107.0
42.0	107.0
43.0	164.0
44.0	157.0
45.0	130.0
46.0	176.0
47.0	174.0
48.0	152.0
49.0	199.0
50.0	218.0
51.0	240.0
52.0	263.0
53.0	177.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
