#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.7827267789245
19.0	99.7706560444203
20.0	99.75858530991611
21.0	99.74651457541191
22.0	99.73444384090772
23.0	99.72237310640352
24.0	99.71030237189933
25.0	99.69823163739514
26.0	99.59563039410948
27.0	99.5594181905969
28.0	99.52320598708431
29.0	99.49302915082383
30.0	99.46285231456334
31.0	99.43871084555495
32.0	99.41456937654657
33.0	99.38439254028607
34.0	99.35421570402559
35.0	99.3240388677651
36.0	99.29989739875671
37.0	99.23350835898364
38.0	99.1188363811938
39.0	99.05848270867283
40.0	98.99209366889976
41.0	98.92570462912668
42.0	98.86535095660571
43.0	98.80499728408473
44.0	98.73257287705957
45.0	98.69636067354699
46.0	98.60583016476552
47.0	98.46701671796728
48.0	98.37648620918583
49.0	98.29802643490856
50.0	97.91176293077434
51.0	97.27804936930413
