#Coverage (X)	Coverage
1.0	99.96982316373952
2.0	99.93361096022693
3.0	99.89739875671435
4.0	99.85515118594967
5.0	99.82497434968919
6.0	99.7887621461766
7.0	99.75254994266402
8.0	99.71633773915143
9.0	99.68012553563884
10.0	99.64391333212626
11.0	99.60770112861367
12.0	99.5594181905969
13.0	99.52320598708431
14.0	99.48699378357173
15.0	99.45078158005914
16.0	99.41456937654657
17.0	99.37835717303398
18.0	99.3421449695214
19.0	99.30593276600881
20.0	99.27575592974833
21.0	99.24557909348783
22.0	99.21540225722735
23.0	99.18522542096687
24.0	99.15504858470638
25.0	99.1248717484459
26.0	99.0946949121854
27.0	99.06451807592492
28.0	99.03434123966443
29.0	99.00416440340395
30.0	98.97398756714347
31.0	98.94381073088297
32.0	98.91363389462249
33.0	98.883457058362
34.0	98.85328022210152
35.0	98.82310338584102
36.0	98.79292654958054
37.0	98.72050214255538
38.0	98.60583016476552
39.0	98.54547649224456
40.0	98.4730520852194
41.0	98.40062767819423
42.0	98.33423863842116
43.0	98.26784959864808
44.0	98.18938982437082
45.0	98.14714225360613
46.0	98.05057637757258
47.0	97.90572756352225
48.0	97.80916168748868
49.0	97.72466654595932
50.0	97.3384030418251
51.0	96.72279558211117
