#Mapping quality	mapping quality
2.0	65.0
3.0	240.0
4.0	18.0
5.0	21.0
6.0	23.0
7.0	22.0
8.0	22.0
9.0	31.0
10.0	23.0
11.0	30.0
12.0	24.0
13.0	44.0
14.0	32.0
15.0	34.0
16.0	32.0
17.0	31.0
18.0	57.0
19.0	40.0
20.0	37.0
21.0	38.0
22.0	38.0
23.0	40.0
24.0	40.0
25.0	45.0
26.0	43.0
27.0	52.0
28.0	44.0
29.0	53.0
30.0	46.0
31.0	49.0
32.0	58.0
33.0	58.0
34.0	88.0
35.0	76.0
36.0	78.0
37.0	140.0
38.0	90.0
39.0	115.0
40.0	99.0
41.0	101.0
42.0	186.0
43.0	125.0
44.0	110.0
45.0	182.0
46.0	333.0
47.0	142.0
48.0	174.0
49.0	158.0
50.0	264.0
51.0	263.0
52.0	190.0
53.0	197.0
54.0	231.0
55.0	311.0
56.0	378.0
57.0	483.0
58.0	361.0
59.0	711.0
60.0	9551.0
