#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	221.0
7.0	211.0
8.0	153.0
9.0	162.0
10.0	118.0
11.0	132.0
12.0	158.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	243.0
18.0	152.0
19.0	253.0
20.0	181.0
21.0	193.0
22.0	109.0
23.0	132.0
24.0	147.0
25.0	185.0
26.0	129.0
27.0	114.0
28.0	180.0
29.0	102.0
30.0	111.0
31.0	103.0
32.0	160.0
33.0	122.0
34.0	129.0
35.0	101.0
36.0	170.0
37.0	202.0
38.0	109.0
39.0	83.0
40.0	86.0
41.0	114.0
42.0	115.0
43.0	172.0
44.0	162.0
45.0	139.0
46.0	184.0
47.0	182.0
48.0	160.0
49.0	205.0
50.0	226.0
51.0	251.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	234.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
