#Mapping quality	mapping quality
1.0	29.0
2.0	25.0
3.0	21.0
4.0	67.0
5.0	127.0
6.0	218.0
7.0	211.0
8.0	153.0
9.0	164.0
10.0	117.0
11.0	131.0
12.0	160.0
13.0	232.0
14.0	173.0
15.0	149.0
16.0	194.0
17.0	242.0
18.0	153.0
19.0	253.0
20.0	182.0
21.0	192.0
22.0	109.0
23.0	133.0
24.0	147.0
25.0	193.0
26.0	142.0
27.0	123.0
28.0	189.0
29.0	111.0
30.0	118.0
31.0	111.0
32.0	168.0
33.0	127.0
34.0	141.0
35.0	113.0
36.0	181.0
37.0	212.0
38.0	118.0
39.0	91.0
40.0	96.0
41.0	124.0
42.0	123.0
43.0	181.0
44.0	173.0
45.0	147.0
46.0	193.0
47.0	164.0
48.0	153.0
49.0	198.0
50.0	216.0
51.0	238.0
52.0	220.0
53.0	179.0
54.0	362.0
55.0	402.0
56.0	229.0
57.0	214.0
58.0	577.0
59.0	779.0
60.0	5880.0
