#Mapping quality	mapping quality
2.0	65.0
3.0	228.0
4.0	18.0
5.0	21.0
6.0	24.0
7.0	22.0
8.0	24.0
9.0	31.0
10.0	23.0
11.0	30.0
12.0	24.0
13.0	45.0
14.0	31.0
15.0	35.0
16.0	34.0
17.0	32.0
18.0	59.0
19.0	40.0
20.0	38.0
21.0	41.0
22.0	41.0
23.0	80.0
24.0	64.0
25.0	42.0
26.0	43.0
27.0	49.0
28.0	39.0
29.0	50.0
30.0	44.0
31.0	46.0
32.0	54.0
33.0	54.0
34.0	85.0
35.0	71.0
36.0	74.0
37.0	140.0
38.0	95.0
39.0	120.0
40.0	104.0
41.0	103.0
42.0	190.0
43.0	128.0
44.0	114.0
45.0	183.0
46.0	337.0
47.0	152.0
48.0	187.0
49.0	170.0
50.0	238.0
51.0	254.0
52.0	183.0
53.0	186.0
54.0	190.0
55.0	302.0
56.0	375.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9554.0
