#Mapping quality	mapping quality
2.0	65.0
3.0	271.0
4.0	18.0
5.0	21.0
6.0	24.0
7.0	22.0
8.0	23.0
9.0	31.0
10.0	24.0
11.0	31.0
12.0	25.0
13.0	45.0
14.0	30.0
15.0	36.0
16.0	34.0
17.0	32.0
18.0	32.0
19.0	37.0
20.0	33.0
21.0	36.0
22.0	36.0
23.0	37.0
24.0	38.0
25.0	42.0
26.0	41.0
27.0	50.0
28.0	41.0
29.0	49.0
30.0	45.0
31.0	48.0
32.0	54.0
33.0	55.0
34.0	86.0
35.0	73.0
36.0	76.0
37.0	141.0
38.0	98.0
39.0	123.0
40.0	104.0
41.0	105.0
42.0	189.0
43.0	128.0
44.0	112.0
45.0	184.0
46.0	340.0
47.0	150.0
48.0	183.0
49.0	166.0
50.0	266.0
51.0	268.0
52.0	192.0
53.0	199.0
54.0	235.0
55.0	314.0
56.0	382.0
57.0	484.0
58.0	364.0
59.0	713.0
60.0	9486.0
