#Mapping quality	mapping quality
0.0	38.0
1.0	24.0
2.0	26.0
3.0	32.0
4.0	80.0
5.0	141.0
6.0	219.0
7.0	213.0
8.0	155.0
9.0	165.0
10.0	120.0
11.0	132.0
12.0	158.0
13.0	229.0
14.0	170.0
15.0	146.0
16.0	194.0
17.0	242.0
18.0	152.0
19.0	249.0
20.0	179.0
21.0	185.0
22.0	105.0
23.0	130.0
24.0	143.0
25.0	172.0
26.0	124.0
27.0	110.0
28.0	177.0
29.0	101.0
30.0	109.0
31.0	102.0
32.0	160.0
33.0	118.0
34.0	129.0
35.0	98.0
36.0	170.0
37.0	201.0
38.0	110.0
39.0	81.0
40.0	83.0
41.0	112.0
42.0	112.0
43.0	171.0
44.0	164.0
45.0	137.0
46.0	184.0
47.0	183.0
48.0	160.0
49.0	206.0
50.0	226.0
51.0	250.0
52.0	282.0
53.0	207.0
54.0	371.0
55.0	413.0
56.0	235.0
57.0	241.0
58.0	583.0
59.0	779.0
60.0	5880.0
