#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0026325686348251222
30.0	0.0022564874012786762
31.0	0.003008649868371568
32.0	0.0026325686348251222
33.0	0.004136893569010907
34.0	0.0052651372696502444
35.0	0.008273787138021812
36.0	0.016547574276043624
37.0	0.03159082361790147
38.0	0.0327190673185408
39.0	0.037984204588191045
40.0	0.04776231666039864
41.0	0.05189921022940954
42.0	0.05979691613388491
43.0	0.07408800300864986
44.0	0.07596840917638209
45.0	0.07371192177510343
46.0	0.08762692741632191
47.0	0.09176382098533281
48.0	0.07408800300864987
49.0	0.06506205340353517
50.0	0.05189921022940955
51.0	0.031966904851447916
52.0	0.019556224144415192
53.0	0.014291086874764948
54.0	0.012034599473486271
55.0	0.010906355772846934
56.0	0.007145543437382476
57.0	0.0026325686348251222
58.0	7.52162467092892E-4
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
