#Mapping quality	mapping quality
1.0	43.0
2.0	40.0
3.0	42.0
4.0	147.0
5.0	135.0
6.0	225.0
7.0	218.0
8.0	131.0
9.0	158.0
10.0	112.0
11.0	123.0
12.0	154.0
13.0	224.0
14.0	165.0
15.0	138.0
16.0	143.0
17.0	238.0
18.0	147.0
19.0	250.0
20.0	179.0
21.0	189.0
22.0	106.0
23.0	131.0
24.0	145.0
25.0	182.0
26.0	126.0
27.0	112.0
28.0	178.0
29.0	100.0
30.0	108.0
31.0	102.0
32.0	159.0
33.0	118.0
34.0	128.0
35.0	98.0
36.0	168.0
37.0	200.0
38.0	107.0
39.0	81.0
40.0	84.0
41.0	114.0
42.0	112.0
43.0	171.0
44.0	164.0
45.0	137.0
46.0	183.0
47.0	182.0
48.0	161.0
49.0	205.0
50.0	226.0
51.0	251.0
52.0	281.0
53.0	220.0
54.0	392.0
55.0	421.0
56.0	235.0
57.0	239.0
58.0	581.0
59.0	779.0
60.0	5880.0
