#Coverage (X)	Coverage
1.0	99.98792926549581
2.0	99.97585853099162
3.0	99.96378779648741
4.0	99.95171706198322
5.0	99.93964632747902
6.0	99.92757559297483
7.0	99.91550485847064
8.0	99.90343412396645
9.0	99.89136338946224
10.0	99.87929265495805
11.0	99.86722192045386
12.0	99.85515118594967
13.0	99.84308045144547
14.0	99.83100971694128
15.0	99.81893898243707
16.0	99.80686824793288
17.0	99.79479751342869
18.0	99.7827267789245
19.0	99.7706560444203
20.0	99.75858530991611
21.0	99.74651457541191
22.0	99.73444384090772
23.0	99.72237310640352
24.0	99.71030237189933
25.0	99.69823163739514
26.0	99.68616090289095
27.0	99.65598406663045
28.0	99.63184259762207
29.0	99.59563039410948
30.0	99.565453557849
31.0	99.52320598708431
32.0	99.46888768181543
33.0	99.41456937654657
34.0	99.3481803367735
35.0	99.3119681332609
36.0	99.26368519524414
37.0	99.18522542096687
38.0	99.05848270867283
39.0	98.96795219989136
40.0	98.83517412034523
41.0	98.75671434606795
42.0	98.6903253062949
43.0	98.57565332850504
44.0	98.49719355422778
45.0	98.4368398817068
46.0	98.31613253666485
47.0	98.17128372261452
48.0	98.05057637757258
49.0	97.91176293077434
50.0	97.49532259037963
51.0	96.83143219264892
